X,Y,SUM(Correlation)
DepValPlant,Age,-0.0016198857572115146
DepValPlant,CAD,-0.00003119987727316338
DepValPlant,UsedRv,0.005590533089257038
DepValPlant,Balance,0.005598018435497614
DepValPlant,Product,0.0017896965566732465
DepValPlant,TotOsNF,0.0011602785389787874
DepValPlant,AdhocAmt,-0.000019364912321155213
DepValPlant,InttRate,0.004493113303343599
DepValPlant,InttType,-0.0009078885768333405
DepValPlant,TotalAdv,0.005414019149938384
DepValPlant,CURQTRINT,0.012845729516267786
DepValPlant,GLProduct,0.00013811978899117206
DepValPlant,PRVQTRINT,0.005703111933176043
DepValPlant,RvPrimary,0.00004668414622743487
DepValPlant,Unsecured,-0.000110708006583332
DepValPlant,CoverGovGur,-0.000011913751363437753
DepValPlant,DepValPlant,1
DepValPlant,ACCTotalProv,0.00010004274010437347
DepValPlant,BaselCatMark,-0.0004923861506570138
DepValPlant,CURRENTLIMIT,0.01685709756583399
DepValPlant,CurQtrCredit,0.02852851061132305
DepValPlant,DRAWINGPOWER,-0.000008278047293033452
DepValPlant,PREQTRCREDIT,0.0009495134621418652
DepValPlant,UnAdjSubSidy,0.000049334237118844124
DepValPlant,UnappliedInt,-0.00004495356385044437
DepValPlant,ProvUnsecured,-0.00018350517947716567
DepValPlant,TotalWriteOff,-0.00003141492362877514
DepValPlant,AppropriatedRv,0.000004125913356563257
DepValPlant,OrgCostOfEquip,0.00032408825915788915
DepValPlant,TotLimitFunded,0.02775178824127562
DepValPlant,Cust_AssetClass,-0.0005059812741742175
DepValPlant,LimitSanctioned,0.014304687573865129
DepValPlant,PriCashSecurity,-0.000009676725289091003
DepValPlant,CollCashSecurity,-0.00003475523225642709
DepValPlant,CollNonCRMSecurity,-0.00003261509645089042
DepValPlant,NextOneYrFacStatus,-0.0002905541552092713
DepValPlant,OrgCostOfPlantMech,0.07156701172751917
ACCTotalProv,Age,0.002959836205479967
ACCTotalProv,CAD,0.8055896861512964
ACCTotalProv,UsedRv,0.47370460909900797
ACCTotalProv,Balance,0.47846604791251934
ACCTotalProv,Product,0.008990548797239173
ACCTotalProv,TotOsNF,0.0008702392819095856
ACCTotalProv,AdhocAmt,0.000735153758384397
ACCTotalProv,InttRate,0.06956182519538044
ACCTotalProv,InttType,0.005748503085883864
ACCTotalProv,TotalAdv,0.7534331155499215
ACCTotalProv,CURQTRINT,0.06937730292289424
ACCTotalProv,GLProduct,-0.0009021035447583866
ACCTotalProv,PRVQTRINT,0.1423666146852963
ACCTotalProv,RvPrimary,0.013053651846546072
ACCTotalProv,Unsecured,0.11638458799513539
ACCTotalProv,CoverGovGur,0.0010036367102048182
ACCTotalProv,DepValPlant,0.00010004274010437347
ACCTotalProv,ACCTotalProv,1
ACCTotalProv,BaselCatMark,0.14275522831753307
ACCTotalProv,CURRENTLIMIT,0.36866231109797726
ACCTotalProv,CurQtrCredit,0.007579998698241866
ACCTotalProv,DRAWINGPOWER,0.00018670341680419433
ACCTotalProv,PREQTRCREDIT,0.0005620979524920627
ACCTotalProv,UnAdjSubSidy,-0.00011564684080688193
ACCTotalProv,UnappliedInt,0.043606442673157046
ACCTotalProv,ProvUnsecured,0.24672747902306633
ACCTotalProv,TotalWriteOff,0.016307158472536113
ACCTotalProv,AppropriatedRv,0.004153611739823658
ACCTotalProv,OrgCostOfEquip,0.008341257645609244
ACCTotalProv,TotLimitFunded,0.33541545175922627
ACCTotalProv,Cust_AssetClass,0.14475106997699036
ACCTotalProv,LimitSanctioned,0.3992328305734527
ACCTotalProv,PriCashSecurity,-0.000020143255446455814
ACCTotalProv,CollCashSecurity,0.001083298648386389
ACCTotalProv,CollNonCRMSecurity,0.0004524125607581069
ACCTotalProv,NextOneYrFacStatus,0.12826404144684556
ACCTotalProv,OrgCostOfPlantMech,0.0028310473602520133
BaselCatMark,Age,0.0035197754793451345
BaselCatMark,CAD,0.059346061737268106
BaselCatMark,UsedRv,-0.0062695309908046715
BaselCatMark,Balance,-0.007283203346607231
BaselCatMark,Product,0.025161878167703138
BaselCatMark,TotOsNF,-0.0011446932843197533
BaselCatMark,AdhocAmt,0.0022185766532157782
BaselCatMark,InttRate,0.1897241345517503
BaselCatMark,InttType,-0.01086051635380276
BaselCatMark,TotalAdv,0.0049240127421739145
BaselCatMark,CURQTRINT,-0.035895045620735984
BaselCatMark,GLProduct,0.03217755136917724
BaselCatMark,PRVQTRINT,0.011550305861908885
BaselCatMark,RvPrimary,0.0008826063277577387
BaselCatMark,Unsecured,0.015665002802054535
BaselCatMark,CoverGovGur,0.004119005894386805
BaselCatMark,DepValPlant,-0.0004923861506570138
BaselCatMark,ACCTotalProv,0.14275522831753307
BaselCatMark,BaselCatMark,1
BaselCatMark,CURRENTLIMIT,-0.01808484069584907
BaselCatMark,CurQtrCredit,-0.025064173666336943
BaselCatMark,DRAWINGPOWER,0.004017636316870147
BaselCatMark,PREQTRCREDIT,-0.0009904572951218917
BaselCatMark,UnAdjSubSidy,-0.0006223003352760997
BaselCatMark,UnappliedInt,0.021566908838419965
BaselCatMark,ProvUnsecured,0.08719400675458179
BaselCatMark,TotalWriteOff,0.009519846202041823
BaselCatMark,AppropriatedRv,-0.0001308824679307868
BaselCatMark,OrgCostOfEquip,0.008597034614451013
BaselCatMark,TotLimitFunded,-0.003456599724856817
BaselCatMark,Cust_AssetClass,0.7382585314159409
BaselCatMark,LimitSanctioned,-0.012222316979377703
BaselCatMark,PriCashSecurity,-0.0005647172215673366
BaselCatMark,CollCashSecurity,0.0038290186930587484
BaselCatMark,CollNonCRMSecurity,-0.0006268655710452823
BaselCatMark,NextOneYrFacStatus,0.7870743895371418
BaselCatMark,OrgCostOfPlantMech,0.0038844867680822583
CURRENTLIMIT,Age,0.020381025757659384
CURRENTLIMIT,CAD,0.26606634319347755
CURRENTLIMIT,UsedRv,0.9466886116394239
CURRENTLIMIT,Balance,0.9552595279801179
CURRENTLIMIT,Product,0.047271861876096166
CURRENTLIMIT,TotOsNF,0.01807783575972132
CURRENTLIMIT,AdhocAmt,0.030269936227552054
CURRENTLIMIT,InttRate,0.1048653696174225
CURRENTLIMIT,InttType,0.04565346931104692
CURRENTLIMIT,TotalAdv,0.6996140831638948
CURRENTLIMIT,CURQTRINT,0.7133713204335597
CURRENTLIMIT,GLProduct,0.01599694881902053
CURRENTLIMIT,PRVQTRINT,0.5942669111430947
CURRENTLIMIT,RvPrimary,0.0132237255179511
CURRENTLIMIT,Unsecured,0.10477732192395459
CURRENTLIMIT,CoverGovGur,0.0005314028841446629
CURRENTLIMIT,DepValPlant,0.01685709756583399
CURRENTLIMIT,ACCTotalProv,0.36866231109797726
CURRENTLIMIT,BaselCatMark,-0.01808484069584907
CURRENTLIMIT,CURRENTLIMIT,1
CURRENTLIMIT,CurQtrCredit,0.1872711541710968
CURRENTLIMIT,DRAWINGPOWER,-0.00029452330935128226
CURRENTLIMIT,PREQTRCREDIT,0.0069163213071347426
CURRENTLIMIT,UnAdjSubSidy,0.0002546400500781649
CURRENTLIMIT,UnappliedInt,0.004319942627927941
CURRENTLIMIT,ProvUnsecured,0.030303893937683273
CURRENTLIMIT,TotalWriteOff,0.0011922536840299417
CURRENTLIMIT,AppropriatedRv,0.0084934450115726
CURRENTLIMIT,OrgCostOfEquip,0.01898879301101332
CURRENTLIMIT,TotLimitFunded,0.8728665669117461
CURRENTLIMIT,Cust_AssetClass,-0.02162420384571767
CURRENTLIMIT,LimitSanctioned,0.9774212703270141
CURRENTLIMIT,PriCashSecurity,0.0018132077622316737
CURRENTLIMIT,CollCashSecurity,0.006439781555525011
CURRENTLIMIT,CollNonCRMSecurity,0.0013658087669583881
CURRENTLIMIT,NextOneYrFacStatus,-0.021246443208321242
CURRENTLIMIT,OrgCostOfPlantMech,0.01128391473033456
CurQtrCredit,Age,0.004374927139245914
CurQtrCredit,CAD,0.0006715342800939408
CurQtrCredit,UsedRv,0.12909227953231914
CurQtrCredit,Balance,0.1327182984069597
CurQtrCredit,Product,0.029814170879649948
CurQtrCredit,TotOsNF,0.0808757891691492
CurQtrCredit,AdhocAmt,0.024430020193335875
CurQtrCredit,InttRate,0.025826451297467194
CurQtrCredit,InttType,0.02193447812918935
CurQtrCredit,TotalAdv,0.08484778258830168
CurQtrCredit,CURQTRINT,0.20629097639464036
CurQtrCredit,GLProduct,0.006341721649331829
CurQtrCredit,PRVQTRINT,0.1723421509946308
CurQtrCredit,RvPrimary,0.0018028599560483615
CurQtrCredit,Unsecured,0.012145913821632544
CurQtrCredit,CoverGovGur,-0.00010168413199047005
CurQtrCredit,DepValPlant,0.02852851061132305
CurQtrCredit,ACCTotalProv,0.007579998698241866
CurQtrCredit,BaselCatMark,-0.025064173666336943
CurQtrCredit,CURRENTLIMIT,0.1872711541710968
CurQtrCredit,CurQtrCredit,1
CurQtrCredit,DRAWINGPOWER,-0.00011157079128337964
CurQtrCredit,PREQTRCREDIT,0.047082922621174146
CurQtrCredit,UnAdjSubSidy,0.0004261147545795028
CurQtrCredit,UnappliedInt,-0.0005910793970324235
CurQtrCredit,ProvUnsecured,-0.0021033544429580856
CurQtrCredit,TotalWriteOff,0.00003519280669839198
CurQtrCredit,AppropriatedRv,0.001550894382240814
CurQtrCredit,OrgCostOfEquip,0.019086361170775324
CurQtrCredit,TotLimitFunded,0.17052614490420548
CurQtrCredit,Cust_AssetClass,-0.019204779860618738
CurQtrCredit,LimitSanctioned,0.19707733694658916
CurQtrCredit,PriCashSecurity,0.0005989106803862092
CurQtrCredit,CollCashSecurity,0.013391124851423974
CurQtrCredit,CollNonCRMSecurity,0.0003850231130873496
CurQtrCredit,NextOneYrFacStatus,-0.028506264758277996
CurQtrCredit,OrgCostOfPlantMech,0.016809200929797423
DRAWINGPOWER,Age,0.0016306289500982
DRAWINGPOWER,CAD,0.000044966258276238086
DRAWINGPOWER,UsedRv,-0.00024065664715431284
DRAWINGPOWER,Balance,-0.0002595368232887453
DRAWINGPOWER,Product,0.005414304560017688
DRAWINGPOWER,TotOsNF,-0.000004505776917466928
DRAWINGPOWER,AdhocAmt,-0.0000043715686787696775
DRAWINGPOWER,InttRate,0.004509726586249723
DRAWINGPOWER,InttType,-0.0002428429512493722
DRAWINGPOWER,TotalAdv,-0.00016337074921784475
DRAWINGPOWER,CURQTRINT,-0.0003019329526626336
DRAWINGPOWER,GLProduct,0.00037908220769807585
DRAWINGPOWER,PRVQTRINT,-0.00029442912213471697
DRAWINGPOWER,RvPrimary,-0.000010332166080076851
DRAWINGPOWER,Unsecured,-0.00019371317835708418
DRAWINGPOWER,CoverGovGur,-0.000002838766250341936
DRAWINGPOWER,DepValPlant,-0.000008278047293033452
DRAWINGPOWER,ACCTotalProv,0.00018670341680419433
DRAWINGPOWER,BaselCatMark,0.004017636316870147
DRAWINGPOWER,CURRENTLIMIT,-0.00029452330935128226
DRAWINGPOWER,CurQtrCredit,-0.00011157079128337964
DRAWINGPOWER,DRAWINGPOWER,1
DRAWINGPOWER,PREQTRCREDIT,-0.000005774130990734523
DRAWINGPOWER,UnAdjSubSidy,-0.000003377374394638652
DRAWINGPOWER,UnappliedInt,-0.000010690075086041488
DRAWINGPOWER,ProvUnsecured,-0.000050153303753202054
DRAWINGPOWER,TotalWriteOff,-0.000007475591267125219
DRAWINGPOWER,AppropriatedRv,-0.000010783515622077627
DRAWINGPOWER,OrgCostOfEquip,0.0001128731444610295
DRAWINGPOWER,TotLimitFunded,-0.00033589064128088406
DRAWINGPOWER,Cust_AssetClass,0.004426722849933287
DRAWINGPOWER,LimitSanctioned,-0.00023488541018645956
DRAWINGPOWER,PriCashSecurity,-0.0000023283211523564364
DRAWINGPOWER,CollCashSecurity,-0.000008219006691562308
DRAWINGPOWER,CollNonCRMSecurity,-0.000009291440657619624
DRAWINGPOWER,NextOneYrFacStatus,0.0034881903987185976
DRAWINGPOWER,OrgCostOfPlantMech,-0.000019348080049962625
PREQTRCREDIT,Age,-0.00018140495234938352
PREQTRCREDIT,CAD,-0.000037839685800559565
PREQTRCREDIT,UsedRv,0.005170877199495364
PREQTRCREDIT,Balance,0.005266885867512361
PREQTRCREDIT,Product,0.00010363522379312904
PREQTRCREDIT,TotOsNF,0.0014615732439352493
PREQTRCREDIT,AdhocAmt,0.0007196196022387613
PREQTRCREDIT,InttRate,0.0010116811688205252
PREQTRCREDIT,InttType,0.0005715604960868374
PREQTRCREDIT,TotalAdv,0.0031049108713954933
PREQTRCREDIT,CURQTRINT,0.008780474712171894
PREQTRCREDIT,GLProduct,0.00010129074816153099
PREQTRCREDIT,PRVQTRINT,0.011725045088471947
PREQTRCREDIT,RvPrimary,0.00007454664949147337
PREQTRCREDIT,Unsecured,0.0003190023271459155
PREQTRCREDIT,CoverGovGur,-0.00000784495428845963
PREQTRCREDIT,DepValPlant,0.0009495134621418652
PREQTRCREDIT,ACCTotalProv,0.0005620979524920627
PREQTRCREDIT,BaselCatMark,-0.0009904572951218917
PREQTRCREDIT,CURRENTLIMIT,0.0069163213071347426
PREQTRCREDIT,CurQtrCredit,0.047082922621174146
PREQTRCREDIT,DRAWINGPOWER,-0.000005774130990734523
PREQTRCREDIT,PREQTRCREDIT,1
PREQTRCREDIT,UnAdjSubSidy,0.000005694383750562318
PREQTRCREDIT,UnappliedInt,0.000073267827773773
PREQTRCREDIT,ProvUnsecured,-0.00006088074212604251
PREQTRCREDIT,TotalWriteOff,0.000011472810600698445
PREQTRCREDIT,AppropriatedRv,0.00005826646190086733
PREQTRCREDIT,OrgCostOfEquip,0.0005317580373540115
PREQTRCREDIT,TotLimitFunded,0.006704429025649864
PREQTRCREDIT,Cust_AssetClass,-0.000714028039236882
PREQTRCREDIT,LimitSanctioned,0.007834805075477054
PREQTRCREDIT,PriCashSecurity,0.00001715327902565308
PREQTRCREDIT,CollCashSecurity,0.00033918388396614194
PREQTRCREDIT,CollNonCRMSecurity,0.000008976167896540153
PREQTRCREDIT,NextOneYrFacStatus,-0.00113941787434442
PREQTRCREDIT,OrgCostOfPlantMech,0.00039922258121386737
UnAdjSubSidy,Age,-0.0019263802885087725
UnAdjSubSidy,CAD,-0.00003126022639102378
UnAdjSubSidy,UsedRv,-0.00037341633386467257
UnAdjSubSidy,Balance,0.00030928307715841224
UnAdjSubSidy,Product,-0.0002100420669619168
UnAdjSubSidy,TotOsNF,-0.000007983708720529793
UnAdjSubSidy,AdhocAmt,-0.000007846872208544976
UnAdjSubSidy,InttRate,0.00360701000066165
UnAdjSubSidy,InttType,-0.00040607384317224666
UnAdjSubSidy,TotalAdv,0.00010131179030767953
UnAdjSubSidy,CURQTRINT,0.0010963051277668833
UnAdjSubSidy,GLProduct,-0.0003590653285273054
UnAdjSubSidy,PRVQTRINT,0.0004485974985223539
UnAdjSubSidy,RvPrimary,-0.000014811263347725646
UnAdjSubSidy,Unsecured,-0.00031073979517915715
UnAdjSubSidy,CoverGovGur,-0.0000048275810870111316
UnAdjSubSidy,DepValPlant,0.000049334237118844124
UnAdjSubSidy,ACCTotalProv,-0.00011564684080688193
UnAdjSubSidy,BaselCatMark,-0.0006223003352760997
UnAdjSubSidy,CURRENTLIMIT,0.0002546400500781649
UnAdjSubSidy,CurQtrCredit,0.0004261147545795028
UnAdjSubSidy,DRAWINGPOWER,-0.000003377374394638652
UnAdjSubSidy,PREQTRCREDIT,0.000005694383750562318
UnAdjSubSidy,UnAdjSubSidy,1
UnAdjSubSidy,UnappliedInt,-0.000018219237970861996
UnAdjSubSidy,ProvUnsecured,-0.00008230398273416396
UnAdjSubSidy,TotalWriteOff,-0.000012729667300784185
UnAdjSubSidy,AppropriatedRv,-0.000010358298061449938
UnAdjSubSidy,OrgCostOfEquip,-0.000053389262037722683
UnAdjSubSidy,TotLimitFunded,0.00021038311315537886
UnAdjSubSidy,Cust_AssetClass,-0.0004833138381774021
UnAdjSubSidy,LimitSanctioned,0.00022081722863369425
UnAdjSubSidy,PriCashSecurity,-0.000003838870411315988
UnAdjSubSidy,CollCashSecurity,-0.000014083196534690105
UnAdjSubSidy,CollNonCRMSecurity,0.000023310588625402074
UnAdjSubSidy,NextOneYrFacStatus,-0.0007422449699571876
UnAdjSubSidy,OrgCostOfPlantMech,-0.000027094610440332338
UnappliedInt,Age,0.0027066244910085037
UnappliedInt,CAD,0.0040750612705225285
UnappliedInt,UsedRv,0.0036560891685344485
UnappliedInt,Balance,0.002639941424100087
UnappliedInt,Product,0.013291902900980203
UnappliedInt,TotOsNF,-0.000025289842045589175
UnappliedInt,AdhocAmt,-0.00002484635361416642
UnappliedInt,InttRate,0.025621465012302416
UnappliedInt,InttType,0.042347340501714785
UnappliedInt,TotalAdv,0.0016210141174060227
UnappliedInt,CURQTRINT,-0.0016479519844465264
UnappliedInt,GLProduct,0.0012627082687402334
UnappliedInt,PRVQTRINT,0.013911328639138389
UnappliedInt,RvPrimary,-0.00002877518883680525
UnappliedInt,Unsecured,0.013765713931659875
UnappliedInt,CoverGovGur,-0.000015286151094317405
UnappliedInt,DepValPlant,-0.00004495356385044437
UnappliedInt,ACCTotalProv,0.043606442673157046
UnappliedInt,BaselCatMark,0.021566908838419965
UnappliedInt,CURRENTLIMIT,0.004319942627927941
UnappliedInt,CurQtrCredit,-0.0005910793970324235
UnappliedInt,DRAWINGPOWER,-0.000010690075086041488
UnappliedInt,PREQTRCREDIT,0.000073267827773773
UnappliedInt,UnAdjSubSidy,-0.000018219237970861996
UnappliedInt,UnappliedInt,1
UnappliedInt,ProvUnsecured,0.04349171472842523
UnappliedInt,TotalWriteOff,0.5424879468391195
UnappliedInt,AppropriatedRv,-0.00002050015184897101
UnappliedInt,OrgCostOfEquip,0.0008586783801183049
UnappliedInt,TotLimitFunded,0.003471197497179488
UnappliedInt,Cust_AssetClass,0.03026935702409795
UnappliedInt,LimitSanctioned,0.0035617090363379016
UnappliedInt,PriCashSecurity,-0.0000015844545259825825
UnappliedInt,CollCashSecurity,-0.00004462753475684027
UnappliedInt,CollNonCRMSecurity,0.000026495407549706378
UnappliedInt,NextOneYrFacStatus,0.01872928231271278
UnappliedInt,OrgCostOfPlantMech,-0.00008515510260135267
ProvUnsecured,Age,-0.005278583474930401
ProvUnsecured,CAD,0.033966954037760726
ProvUnsecured,UsedRv,0.014175372635539665
ProvUnsecured,Balance,0.03215553181837266
ProvUnsecured,Product,0.022413703605291588
ProvUnsecured,TotOsNF,-0.00011867188165794334
ProvUnsecured,AdhocAmt,-0.00011672744348873998
ProvUnsecured,InttRate,0.0435387038826993
ProvUnsecured,InttType,0.017744700754117874
ProvUnsecured,TotalAdv,0.01832249076498554
ProvUnsecured,CURQTRINT,-0.001570905509559346
ProvUnsecured,GLProduct,0.006812743603211471
ProvUnsecured,PRVQTRINT,0.016374796765974926
ProvUnsecured,RvPrimary,-0.0001492386058145941
ProvUnsecured,Unsecured,0.37961089229789724
ProvUnsecured,CoverGovGur,0.00564351729849898
ProvUnsecured,DepValPlant,-0.00018350517947716567
ProvUnsecured,ACCTotalProv,0.24672747902306633
ProvUnsecured,BaselCatMark,0.08719400675458179
ProvUnsecured,CURRENTLIMIT,0.030303893937683273
ProvUnsecured,CurQtrCredit,-0.0021033544429580856
ProvUnsecured,DRAWINGPOWER,-0.000050153303753202054
ProvUnsecured,PREQTRCREDIT,-0.00006088074212604251
ProvUnsecured,UnAdjSubSidy,-0.00008230398273416396
ProvUnsecured,UnappliedInt,0.04349171472842523
ProvUnsecured,ProvUnsecured,1
ProvUnsecured,TotalWriteOff,0.02365674257612038
ProvUnsecured,AppropriatedRv,-0.00017281151111995485
ProvUnsecured,OrgCostOfEquip,0.004352035949937835
ProvUnsecured,TotLimitFunded,0.03336068054702141
ProvUnsecured,Cust_AssetClass,0.11659165362687463
ProvUnsecured,LimitSanctioned,0.023839894838749806
ProvUnsecured,PriCashSecurity,0.00013308660635940632
ProvUnsecured,CollCashSecurity,-0.00014780200416321566
ProvUnsecured,CollNonCRMSecurity,-0.000157702100758261
ProvUnsecured,NextOneYrFacStatus,0.07735642375878168
ProvUnsecured,OrgCostOfPlantMech,0.0013470500448359863
TotalWriteOff,Age,0.0028996441021236783
TotalWriteOff,CAD,0.00020300693203051674
TotalWriteOff,UsedRv,0.0017121072053210371
TotalWriteOff,Balance,0.000021887614649008674
TotalWriteOff,Product,0.008988714368262433
TotalWriteOff,TotOsNF,-0.00001766272106041399
TotalWriteOff,AdhocAmt,-0.000017359991436086553
TotalWriteOff,InttRate,0.012980105461364487
TotalWriteOff,InttType,0.026447523697233896
TotalWriteOff,TotalAdv,-0.00008075237685511648
TotalWriteOff,CURQTRINT,-0.0004260453324317457
TotalWriteOff,GLProduct,0.0016205233577694898
TotalWriteOff,PRVQTRINT,-0.0006337545736840912
TotalWriteOff,RvPrimary,-0.000029855625523139967
TotalWriteOff,Unsecured,0.007341312040254882
TotalWriteOff,CoverGovGur,-0.000010680276688679692
TotalWriteOff,DepValPlant,-0.00003141492362877514
TotalWriteOff,ACCTotalProv,0.016307158472536113
TotalWriteOff,BaselCatMark,0.009519846202041823
TotalWriteOff,CURRENTLIMIT,0.0011922536840299417
TotalWriteOff,CurQtrCredit,0.00003519280669839198
TotalWriteOff,DRAWINGPOWER,-0.000007475591267125219
TotalWriteOff,PREQTRCREDIT,0.000011472810600698445
TotalWriteOff,UnAdjSubSidy,-0.000012729667300784185
TotalWriteOff,UnappliedInt,0.5424879468391195
TotalWriteOff,ProvUnsecured,0.02365674257612038
TotalWriteOff,TotalWriteOff,1
TotalWriteOff,AppropriatedRv,-0.00003186011574880141
TotalWriteOff,OrgCostOfEquip,0.000007213899054880695
TotalWriteOff,TotLimitFunded,0.00023324438256208319
TotalWriteOff,Cust_AssetClass,0.011400779611527564
TotalWriteOff,LimitSanctioned,0.0009395767327315298
TotalWriteOff,PriCashSecurity,0.00002309377644665681
TotalWriteOff,CollCashSecurity,-0.00003115689471385943
TotalWriteOff,CollNonCRMSecurity,-0.00003034538223768545
TotalWriteOff,NextOneYrFacStatus,0.008070350102395011
TotalWriteOff,OrgCostOfPlantMech,-0.00007322392163388314
AppropriatedRv,Age,-0.0017440004845484095
AppropriatedRv,CAD,0.0032214859614796065
AppropriatedRv,UsedRv,0.008999162416700512
AppropriatedRv,Balance,0.008687579445676307
AppropriatedRv,Product,-0.001433316921566536
AppropriatedRv,TotOsNF,0.00044918762319150733
AppropriatedRv,AdhocAmt,0.0001449759464691138
AppropriatedRv,InttRate,0.0006059867068555117
AppropriatedRv,InttType,-0.00016473850123032975
AppropriatedRv,TotalAdv,0.006723081846935882
AppropriatedRv,CURQTRINT,0.007900145518734308
AppropriatedRv,GLProduct,-0.0007251556294356454
AppropriatedRv,PRVQTRINT,0.005792492666297638
AppropriatedRv,RvPrimary,0.9207042329110718
AppropriatedRv,Unsecured,-0.0010066747935756695
AppropriatedRv,CoverGovGur,-0.00001550986739926453
AppropriatedRv,DepValPlant,0.000004125913356563257
AppropriatedRv,ACCTotalProv,0.004153611739823658
AppropriatedRv,BaselCatMark,-0.0001308824679307868
AppropriatedRv,CURRENTLIMIT,0.0084934450115726
AppropriatedRv,CurQtrCredit,0.001550894382240814
AppropriatedRv,DRAWINGPOWER,-0.000010783515622077627
AppropriatedRv,PREQTRCREDIT,0.00005826646190086733
AppropriatedRv,UnAdjSubSidy,-0.000010358298061449938
AppropriatedRv,UnappliedInt,-0.00002050015184897101
AppropriatedRv,ProvUnsecured,-0.00017281151111995485
AppropriatedRv,TotalWriteOff,-0.00003186011574880141
AppropriatedRv,AppropriatedRv,1
AppropriatedRv,OrgCostOfEquip,0.00004007157157775516
AppropriatedRv,TotLimitFunded,0.007854795277306715
AppropriatedRv,Cust_AssetClass,-0.0008031181738311992
AppropriatedRv,LimitSanctioned,0.008669010429580333
AppropriatedRv,PriCashSecurity,0.051724503526590165
AppropriatedRv,CollCashSecurity,0.00007314026375245446
AppropriatedRv,CollNonCRMSecurity,0.18452944101180965
AppropriatedRv,NextOneYrFacStatus,-0.0005130130714214181
AppropriatedRv,OrgCostOfPlantMech,-0.000012032495755135241
OrgCostOfEquip,Age,-0.012609761939544939
OrgCostOfEquip,CAD,0.005620258612744616
OrgCostOfEquip,UsedRv,0.012061952822787943
OrgCostOfEquip,Balance,0.013974142220706474
OrgCostOfEquip,Product,0.05437268153781642
OrgCostOfEquip,TotOsNF,0.060281173948731774
OrgCostOfEquip,AdhocAmt,0.0011119592152716436
OrgCostOfEquip,InttRate,0.03659353562266448
OrgCostOfEquip,InttType,0.01884865313947454
OrgCostOfEquip,TotalAdv,0.014713188060891575
OrgCostOfEquip,CURQTRINT,0.009836411962731372
OrgCostOfEquip,GLProduct,0.03327893955685666
OrgCostOfEquip,PRVQTRINT,0.006370544083096572
OrgCostOfEquip,RvPrimary,0.00004222163870502936
OrgCostOfEquip,Unsecured,0.004791104597349017
OrgCostOfEquip,CoverGovGur,-0.0000482321037470495
OrgCostOfEquip,DepValPlant,0.00032408825915788915
OrgCostOfEquip,ACCTotalProv,0.008341257645609244
OrgCostOfEquip,BaselCatMark,0.008597034614451013
OrgCostOfEquip,CURRENTLIMIT,0.01898879301101332
OrgCostOfEquip,CurQtrCredit,0.019086361170775324
OrgCostOfEquip,DRAWINGPOWER,0.0001128731444610295
OrgCostOfEquip,PREQTRCREDIT,0.0005317580373540115
OrgCostOfEquip,UnAdjSubSidy,-0.000053389262037722683
OrgCostOfEquip,UnappliedInt,0.0008586783801183049
OrgCostOfEquip,ProvUnsecured,0.004352035949937835
OrgCostOfEquip,TotalWriteOff,0.000007213899054880695
OrgCostOfEquip,AppropriatedRv,0.00004007157157775516
OrgCostOfEquip,OrgCostOfEquip,1
OrgCostOfEquip,TotLimitFunded,0.02860899930384834
OrgCostOfEquip,Cust_AssetClass,0.00637981974632469
OrgCostOfEquip,LimitSanctioned,0.01443043493534796
OrgCostOfEquip,PriCashSecurity,0.000045268141372805526
OrgCostOfEquip,CollCashSecurity,0.003266919487089778
OrgCostOfEquip,CollNonCRMSecurity,0.0003524989759960634
OrgCostOfEquip,NextOneYrFacStatus,0.011372389139624848
OrgCostOfEquip,OrgCostOfPlantMech,0.0890938324768099
TotLimitFunded,Age,0.0155114155085163
TotLimitFunded,CAD,0.2295421322655047
TotLimitFunded,UsedRv,0.8288939690647132
TotLimitFunded,Balance,0.838985150874152
TotLimitFunded,Product,0.05001377328147904
TotLimitFunded,TotOsNF,0.016936262963564066
TotLimitFunded,AdhocAmt,0.027890369116939026
TotLimitFunded,InttRate,0.12043836971715537
TotLimitFunded,InttType,0.048297316641367764
TotLimitFunded,TotalAdv,0.6860775772240254
TotLimitFunded,CURQTRINT,0.6395930102899833
TotLimitFunded,GLProduct,0.012606274274888125
TotLimitFunded,PRVQTRINT,0.5341891904438031
TotLimitFunded,RvPrimary,0.01503403764546409
TotLimitFunded,Unsecured,0.10355167375425896
TotLimitFunded,CoverGovGur,0.0002496948195382674
TotLimitFunded,DepValPlant,0.02775178824127562
TotLimitFunded,ACCTotalProv,0.33541545175922627
TotLimitFunded,BaselCatMark,-0.003456599724856817
TotLimitFunded,CURRENTLIMIT,0.8728665669117461
TotLimitFunded,CurQtrCredit,0.17052614490420548
TotLimitFunded,DRAWINGPOWER,-0.00033589064128088406
TotLimitFunded,PREQTRCREDIT,0.006704429025649864
TotLimitFunded,UnAdjSubSidy,0.00021038311315537886
TotLimitFunded,UnappliedInt,0.003471197497179488
TotLimitFunded,ProvUnsecured,0.03336068054702141
TotLimitFunded,TotalWriteOff,0.00023324438256208319
TotLimitFunded,AppropriatedRv,0.007854795277306715
TotLimitFunded,OrgCostOfEquip,0.02860899930384834
TotLimitFunded,TotLimitFunded,1
TotLimitFunded,Cust_AssetClass,-0.012237291062830233
TotLimitFunded,LimitSanctioned,0.8591175249503669
TotLimitFunded,PriCashSecurity,0.001598393323412521
