ACID,D2D,PD,EAD,LGD,K,RWA,Risk Wt,Res Exp,Provision
003377946_019454023820_2016-03-31,5.5,0.0439,1056016.0,0.9505,0.0937,1237264.0,117.16,19.0,0.0
100170484_105054023752_2018-06-30,0.0,0.9859,5500000.0,0.9969,0.0137,945034.0,17.18,1.0,0.0
100315475_040951023811_2016-06-30,0.0,0.9996,1040000.0,0.9953,0.0004,5694.0,0.55,2.0,0.0
113322149_061154023933_2016-09-30,0.0,1.0,488650.0,1.0,0.0,62.0,0.01,432.0,43.0
010968571_045413031147_2017-12-31,0.0,0.9998,140000.0,1.0,0.0002,409.0,0.29,16.0,2.0
002226229_112451024005_2018-06-30,0.0,0.9998,3300000.0,0.6056,0.0001,3770.0,0.11,1577.0,157.0
002095179_067851000386_2017-03-31,0.0,0.9795,1193516.0,0.83,0.0166,247157.0,20.71,5.0,0.0
100318866_110954031003_2017-03-31,0.0,0.9999,1063275.0,0.9888,0.0001,968.0,0.09,40.0,4.0
103290007_041054023837_2018-03-31,0.0,0.9987,1689426.0,0.985,0.0013,26876.0,1.59,1.0,0.0
100318866_110954031003_2015-12-31,0.0,0.9997,1380000.0,1.0,0.0003,5147.0,0.37,0.0,0.0
003420395_015951001589_2017-03-31,0.1,0.9666,52000.0,0.7317,0.0234,15237.0,29.3,56.0,6.0
102494524_074613031035_2017-12-31,0.0,0.9997,1943516.0,0.9567,0.0003,7522.0,0.39,1.0,0.0
100320158_110913031013_2016-12-31,0.0,0.9999,1380000.0,0.9939,0.0001,2542.0,0.18,55.0,5.0
003378976_019454001055_2015-09-30,0.0,0.9992,1218516.0,0.0,0.0,0.0,0.0,3.0,0.0
105610016_034613031179_2018-06-30,0.0,1.0,1045524.0,0.9761,0.0,410.0,0.04,393.0,39.0
002395168_115851001275_2015-12-31,0.0,0.9995,100000.0,0.9957,0.0005,660.0,0.66,39.0,4.0
108531935_146054031029_2016-09-30,0.0,0.9999,175000.0,1.0,0.0001,160.0,0.09,39.0,4.0
008731132_067913000034_2017-09-30,0.0,0.9994,2088610.0,0.4526,0.0003,6750.0,0.32,51.0,5.0
002395168_115851001275_2017-03-31,0.0,0.9985,47500.0,0.9058,0.0014,820.0,1.73,60.0,6.0
008731135_067913000037_2016-03-31,3.6,0.1452,1068516.0,0.9606,0.1601,2137989.0,200.09,26.0,2.0
008246380_095413001030_2016-09-30,0.0,0.9922,1695626.0,0.983,0.0076,160233.0,9.45,10.0,1.0
003379184_019454001815_2016-06-30,0.1,0.9508,1108516.0,0.8315,0.0386,535309.0,48.29,9.0,1.0
009027570_062254000018_2017-12-31,0.0,0.9998,50000.0,1.0,0.0002,113.0,0.23,1577.0,157.0
002306592_109311002619_2016-06-30,0.0,1.0,50000.0,0.9826,0.0,28.0,0.06,1577.0,157.0
014041052_034554001481_2016-03-31,0.0,0.9992,100000.0,0.9797,0.0008,978.0,0.98,25.0,2.0
102871467_034513031121_2016-06-30,0.0,1.0,304220.0,1.0,0.0,168.0,0.06,374.0,37.0
102930442_034513031130_2017-09-30,0.0,0.9998,40000.0,0.9393,0.0002,89.0,0.22,94.0,9.0
102930442_034513031130_2016-03-31,0.0,0.999,1759626.0,0.6433,0.0006,13653.0,0.78,4.0,0.0
002094801_067851000029_2016-12-31,0.0,0.9986,1300000.0,0.987,0.0013,21762.0,1.67,1.0,0.0
002094804_067851000032_2016-06-30,5.4,0.046,900000.0,0.9706,0.0969,1090142.0,121.13,10.0,0.0
103042225_034554031070_2017-09-30,1.2,0.5371,265263.0,0.8287,0.2292,760130.0,286.56,7.0,1.0
100320979_110954031012_2017-12-31,0.0,0.9998,45000.0,0.9895,0.0002,129.0,0.29,0.0,0.0
007230401_109654001525_2016-03-31,0.0,0.9998,20000.0,1.0,0.0002,41.0,0.2,579.0,58.0
106896896_034613031392_2018-03-31,0.1,0.9452,100000.0,1.0,0.0515,64374.0,64.37,0.0,0.0
002095205_067851000412_2017-03-31,0.0,0.9992,74100.0,0.9412,0.0007,688.0,0.93,19.0,2.0
008246745_095451001218_2017-12-31,0.0,0.999,96100.0,0.9271,0.0009,1091.0,1.14,15.0,1.0
115234612_062254023887_2017-03-31,0.1,0.9726,318500.0,0.3656,0.0097,38553.0,12.1,7.0,1.0
007898151_086454001415_2015-12-31,1.8,0.39,1048516.0,0.621,0.1742,2282860.0,217.72,205.0,19.0
009027586_062254000033_2018-03-31,0.0,0.9999,30400.0,0.6741,0.0001,21.0,0.07,1585.0,158.0
002395734_115851001030_2015-09-30,0.0,0.998,55000.0,0.9933,0.002,1381.0,2.51,271.0,27.0
102723534_061151023887_2017-06-30,0.0,0.9998,62000.0,0.9948,0.0002,116.0,0.19,0.0,0.0
102846606_061151023896_2017-06-30,0.0,0.9997,69189626.0,0.9507,0.0003,285389.0,0.41,0.0,0.0
103602231_160454031163_2016-09-30,0.0,0.9865,1685626.0,0.9734,0.0129,271300.0,16.09,14.0,1.0
113395277_147913031247_2016-03-31,0.0,0.9999,300000.0,1.0,0.0001,335.0,0.11,55.0,5.0
009027588_062254000035_2016-03-31,0.0,0.9999,300000.0,1.0,0.0001,335.0,0.11,55.0,5.0
003382670_019454001522_2017-06-30,0.0,0.9999,50000.0,1.0,0.0001,90.0,0.18,1.0,0.0
008731238_067951000025_2015-09-30,0.0,0.9999,1490000.0,1.0,0.0001,2143.0,0.14,2.0,0.0
101528395_006513023837_2017-09-30,0.0,0.9999,1829626.0,0.0,0.0,0.0,0.0,2.0,0.0
103292374_034513031147_2018-03-31,0.1,0.9294,1500000.0,0.9737,0.0636,1193013.0,79.53,2.0,0.0
003425066_015954001762_2017-12-31,0.0,0.9993,74600.0,0.9788,0.0007,618.0,0.83,21.0,2.0
003425066_015954001762_2017-12-31,0.0,1.0,50000.0,0.9991,0.0,14.0,0.03,1577.0,157.0
009027594_062254000041_2018-06-30,0.0,0.9995,43000.0,0.8893,0.0004,220.0,0.51,0.0,0.0
002095218_067851000425_2016-12-31,0.0,0.9975,50000.0,1.0,0.0025,1543.0,3.09,1577.0,157.0
010734629_075613001037_2015-09-30,0.0,0.9988,1687626.0,0.7355,0.0009,18274.0,1.08,1.0,0.0
104823824_074613031111_2017-03-31,0.9,0.6438,285000.0,0.796,0.1957,697330.0,244.68,9.0,1.0
109146014_146054031044_2018-03-31,0.0,0.9992,800000.0,1.0,0.0008,7746.0,0.97,1.0,0.0
103901625_061154023905_2016-09-30,0.0,0.9999,75000.0,0.9779,0.0001,90.0,0.12,32.0,3.0
002094813_067851000041_2017-12-31,0.0,1.0,50000.0,0.992,0.0,23.0,0.05,1577.0,157.0
008731278_067951000042_2015-09-30,0.0,0.9974,1091016.0,0.8353,0.0021,29284.0,2.68,14.0,1.0
002094815_067851000043_2017-03-31,0.9,0.6509,500000.0,0.6178,0.1502,938614.0,187.72,3.0,0.0
106935618_034613031391_2018-06-30,5.1,0.0565,1143516.0,0.1774,0.0187,267577.0,23.4,16.0,0.0
104842801_067854023790_2016-06-30,0.0,0.9971,1543516.0,0.8446,0.0024,46371.0,3.0,2.0,0.0
115059120_112551024792_2018-06-30,0.4,0.8124,1679626.0,0.3074,0.0478,1004032.0,59.78,78.0,8.0
008731287_067951000045_2016-06-30,0.0,0.9995,75000.0,0.9797,0.0005,440.0,0.59,88.0,9.0
002094820_067851000048_2016-09-30,0.1,0.9754,1086016.0,0.9874,0.0235,318628.0,29.34,13.0,1.0
105886209_034613031215_2017-12-31,0.0,1.0,71000.0,1.0,0.0,32.0,0.05,1577.0,157.0
008247531_095451001245_2016-06-30,0.0,0.9939,50000.0,1.0,0.006,3740.0,7.48,28.0,3.0
100188210_019413024099_2016-12-31,1.5,0.4644,1058516.0,0.8713,0.2479,3279921.0,309.86,48.0,5.0
105035240_067813023780_2017-09-30,0.0,0.9997,645618.0,0.9223,0.0003,2032.0,0.31,1.0,0.0
010940223_045813001786_2017-03-31,7.2,0.0127,1138516.0,0.8691,0.0491,698397.0,61.34,7.0,0.0
008731370_067954000010_2016-03-31,0.0,0.9999,47500.0,0.9742,0.0001,44.0,0.09,61.0,6.0
105925323_034613031220_2018-03-31,0.0,0.9997,5000.0,1.0,0.0003,17.0,0.33,1051.0,105.0
002094829_067851000053_2018-03-31,0.0,1.0,45000.0,1.0,0.0,27.0,0.06,1.0,0.0
002376021_095254000004_2017-09-30,0.0,1.0,39669626.0,0.9783,0.0,6649.0,0.02,0.0,0.0
103588297_034513031167_2016-03-31,0.0,1.0,39669626.0,1.0,0.0,14301.0,0.04,0.0,0.0
002095230_067851000437_2015-12-31,0.0,0.9997,22000.0,0.9757,0.0003,74.0,0.34,400.0,40.0
107027683_034613031424_2016-09-30,0.0,0.9892,135000.0,1.0,0.0106,17862.0,13.23,12.0,1.0
008731437_067954000033_2016-12-31,0.0,0.9957,1066016.0,1.0,0.0043,57432.0,5.39,24.0,2.0
002376037_095257000001_2016-09-30,0.2,0.8975,10000.0,0.9294,0.0856,10702.0,107.02,209.0,21.0
002376040_095254000009_2018-06-30,0.8,0.6732,1048516.0,0.9062,0.2118,2775511.0,264.71,304.0,30.0
002580125_0397RPC00002_2016-09-30,0.0,0.9936,1000000.0,0.753,0.0048,59867.0,5.99,4.0,0.0
002580125_0397RPC00002_2018-03-31,0.5,0.7707,1000000.0,1.0,0.1824,2279699.0,227.97,2.0,0.0
009027614_062254000061_2016-03-31,0.0,0.9994,1052516.0,0.9946,0.0006,8008.0,0.76,51.0,5.0
109237306_160454031313_2016-09-30,0.0,0.9961,1093016.0,0.802,0.0031,42173.0,3.86,16.0,2.0
105982676_034613031224_2017-12-31,0.0,1.0,250000.0,0.9867,0.0,132.0,0.05,9.0,1.0
107232848_067854023812_2016-06-30,7.3,0.0114,1063516.0,0.6019,0.0314,417743.0,39.28,73.0,0.0
111573114_160513031051_2017-12-31,0.0,0.9995,40000.0,0.8255,0.0004,195.0,0.49,72.0,7.0
002420440_114451001052_2017-03-31,0.1,0.9645,47500.0,0.8583,0.0291,17299.0,36.42,33.0,3.0
002396911_115851001320_2018-03-31,0.0,0.9999,192000.0,0.957,0.0001,329.0,0.17,27.0,3.0
014136574_034613001007_2016-09-30,0.0,0.9918,1093016.0,0.9654,0.0078,106681.0,9.76,12.0,1.0
107160617_034613031474_2017-12-31,0.0,0.9963,95000.0,0.9771,0.0036,4299.0,4.53,27.0,3.0
009068290_068054024031_2017-03-31,0.0,0.9954,1694626.0,0.76,0.0035,73141.0,4.32,13.0,1.0
010940246_045813001091_2017-12-31,0.0,0.9982,580000.0,0.9045,0.0016,11781.0,2.03,3.0,0.0
009027657_062254023788_2016-06-30,0.0,0.9968,1500000.0,0.9818,0.0031,57977.0,3.87,1.0,0.0
112067547_043454031172_2016-09-30,7.1,0.0133,1193516.0,0.9063,0.0528,787251.0,65.96,4.0,0.0
005188825_109951001014_2016-06-30,0.0,0.9996,50000.0,0.9945,0.0004,250.0,0.5,43.0,4.0
105983074_034613031231_2017-03-31,0.0,0.9978,123900.0,0.8423,0.0018,2848.0,2.3,0.0,0.0
112694547_160554031165_2017-09-30,0.0,0.9997,123900.0,1.0,0.0003,472.0,0.38,14.0,1.0
108541309_034613031635_2017-06-30,0.0,0.9999,90000.0,1.0,0.0001,80.0,0.09,1.0,0.0
115463620_160454031256_2016-12-31,0.0,0.9942,1686626.0,0.7265,0.0042,88594.0,5.25,19.0,2.0
002095256_067851000463_2017-03-31,5.6,0.0394,1093016.0,0.8467,0.0811,1108082.0,101.38,14.0,0.0
107356841_034613031502_2016-09-30,0.0,0.9997,20000.0,0.9924,0.0003,67.0,0.33,378.0,38.0
009027657_062254023839_2017-09-30,0.0,0.9999,85000.0,0.9897,0.0001,146.0,0.17,1577.0,157.0
009068435_068051023777_2015-09-30,0.0,0.9937,37000.0,0.9359,0.0058,2685.0,7.26,0.0,0.0
009068449_068051023776_2017-12-31,0.0,0.9996,1604016.0,0.9612,0.0004,7992.0,0.5,1191.0,119.0
002094885_067851000101_2018-06-30,0.0,0.9991,1493516.0,1.0,0.0009,17330.0,1.16,3.0,0.0
107390673_034613031452_2017-06-30,0.0,1.0,20000.0,1.0,0.0,6.0,0.03,61.0,6.0
107390696_034613031543_2016-06-30,0.0,0.9999,20000.0,1.0,0.0001,14.0,0.07,62.0,6.0
009027667_062254000114_2017-03-31,0.0,0.9999,31500.0,1.0,0.0001,46.0,0.15,75.0,7.0
002094890_067851000106_2016-03-31,0.6,0.7357,2012626.0,0.4802,0.0973,2448526.0,121.66,1.0,0.0
007901149_086454001399_2015-09-30,4.0,0.1104,1709626.0,0.0,0.0,0.0,0.0,0.0,0.0
003050246_0619ODE00001_2016-06-30,0.0,0.9802,1679626.0,0.8734,0.0168,352403.0,20.98,29.0,3.0
003050495_061913023767_2017-09-30,0.0,0.9995,80000.0,1.0,0.0005,483.0,0.6,0.0,0.0
009027672_062254000119_2017-12-31,0.0,0.9999,20000.0,0.898,0.0001,30.0,0.15,0.0,0.0
009027673_062254000120_2016-03-31,0.0,0.9997,33000.0,0.8447,0.0002,88.0,0.27,0.0,0.0
008731755_067951000170_2016-12-31,0.1,0.9633,1699626.0,0.0,0.0,0.0,0.0,1810.0,180.0
010739270_075613031014_2015-09-30,0.0,0.9989,80000.0,0.8715,0.001,987.0,1.23,42.0,4.0
103561843_019413024040_2017-09-30,0.0,0.9987,113820.0,0.975,0.0013,1789.0,1.57,0.0,0.0
108742217_034613031800_2018-03-31,0.0,0.9999,80000.0,1.0,0.0001,70.0,0.09,1577.0,157.0
005190450_109951001215_2015-12-31,6.4,0.0226,1093016.0,0.8702,0.0686,936884.0,85.72,13.0,0.0
010973951_045454001652_2015-12-31,0.0,0.9999,39900.0,1.0,0.0001,58.0,0.15,1577.0,157.0
010969469_045454001517_2015-12-31,0.0,0.9999,6000.0,0.9571,0.0001,9.0,0.15,191.0,19.0
010969497_045413031367_2016-06-30,7.5,0.0101,1086016.0,0.8932,0.0424,575079.0,52.95,14.0,0.0
102175155_109654023813_2016-06-30,6.0,0.0295,71200.0,0.95,0.0833,74120.0,104.1,1.0,0.0
008731827_067951000197_2015-09-30,2.1,0.3347,50000.0,0.3183,0.0856,53487.0,106.97,36.0,3.0
005190450_109951001215_2018-03-31,0.0,0.9989,40000.0,0.0,0.0,0.0,0.0,788372.0,78534.0
106090322_034613031247_2016-03-31,0.0,0.9976,5669626.0,0.6563,0.0016,110790.0,1.95,0.0,0.0
002094944_067851000160_2016-06-30,0.0,0.9976,5669626.0,0.6563,0.0016,110790.0,1.95,0.0,0.0
104430458_019454024076_2016-06-30,0.0,0.9998,30000.0,0.9952,0.0002,82.0,0.27,80.0,8.0
106136633_034613031363_2016-09-30,0.0,1.0,100000.0,0.9976,0.0,46.0,0.05,19.0,2.0
104889494_095251024067_2015-09-30,0.0,0.9999,2645000.0,0.9509,0.0001,1768.0,0.07,1.0,0.0
114831714_146054031065_2016-06-30,0.1,0.9644,1072016.0,0.5368,0.0183,244809.0,22.84,1.0,0.0
003050666_061951000016_2017-12-31,1.0,0.6173,778000.0,0.6179,0.1579,1535577.0,197.37,1.0,0.0
003371426_019454001064_2016-09-30,0.0,0.9996,37000.0,1.0,0.0004,163.0,0.44,41.0,4.0
104292681_148013031021_2016-09-30,0.0,1.0,50000.0,0.9972,0.0,30.0,0.06,33.0,3.0
104292681_148013031021_2016-09-30,0.0,0.9997,50000.0,0.9827,0.0002,156.0,0.31,72.0,7.0
002094956_067851000172_2016-03-31,0.0,0.9998,46265.0,0.864,0.0002,95.0,0.21,56.0,6.0
010741312_075654001250_2017-12-31,0.0,0.9998,50000.0,0.7135,0.0001,79.0,0.16,76.0,8.0
002095389_067851000591_2016-03-31,5.9,0.0323,1090016.0,1.0,0.0903,1231014.0,112.94,23.0,0.0
010974082_045413031165_2015-09-30,3.2,0.1803,125000.0,0.0611,0.0118,18412.0,14.73,13.0,1.0
108845356_034654031195_2015-12-31,0.0,0.9991,1056016.0,1.0,0.0009,12357.0,1.17,110.0,11.0
009027769_062251000072_2017-06-30,0.0,0.9992,1193516.0,0.9856,0.0008,11577.0,0.97,-0.0,-0.0
009027773_062251000076_2018-03-31,0.0,0.9998,234000.0,0.8976,0.0002,519.0,0.22,1.0,0.0
009027782_062251000085_2017-09-30,4.5,0.0795,49000.0,0.9771,0.1158,70958.0,144.81,858.0,31.0
008732244_067951000266_2016-12-31,0.0,0.9999,20000.0,0.9917,0.0001,22.0,0.11,106.0,11.0
008732293_067951000277_2016-12-31,0.2,0.8912,1686626.0,0.0,0.0,0.0,0.0,212.0,21.0
111630625_163113031177_2017-12-31,0.1,0.9744,1059516.0,0.4712,0.0117,154335.0,14.57,39.0,4.0
114286042_160554031129_2015-09-30,0.0,0.9998,40000.0,1.0,0.0002,99.0,0.25,98547.0,9817.0
009068702_068013000039_2016-06-30,0.0,0.9997,200000.0,0.9647,0.0003,651.0,0.33,9.0,1.0
009068717_068013000050_2015-12-31,0.0,0.9919,50000.0,0.8201,0.0065,4080.0,8.16,45.0,5.0
008732303_067951000283_2015-12-31,0.0,0.9999,20000.0,0.9774,0.0001,20.0,0.1,1457.0,145.0
114483740_160551031040_2018-03-31,0.0,0.9996,80000.0,1.0,0.0004,367.0,0.46,16.0,2.0
010741319_075654001256_2016-09-30,0.0,0.9977,15680.0,0.966,0.0022,435.0,2.78,125.0,12.0
107729895_034613031524_2018-03-31,0.0,0.9997,50000.0,0.8829,0.0003,189.0,0.38,0.0,0.0
103740377_045413031263_2016-09-30,0.0,0.9996,8400.0,0.8875,0.0004,40.0,0.48,529.0,53.0
003050788_061951000073_2016-06-30,1.9,0.3703,1048516.0,0.4573,0.1268,1661566.0,158.47,288.0,26.0
009068732_068054000266_2016-09-30,2.9,0.219,1793516.0,0.2122,0.0463,1037783.0,57.86,1.0,0.0
109093570_034654031201_2017-03-31,5.4,0.0467,1288516.0,0.8959,0.0898,1446029.0,112.22,3.0,0.0
010741331_075654001267_2016-03-31,0.0,0.9835,47500.0,0.9907,0.016,9497.0,19.99,53.0,5.0
014917087_043454001216_2018-03-31,0.0,0.9999,186000.0,0.9996,0.0001,318.0,0.17,2.0,0.0
108197836_067951024215_2017-06-30,0.2,0.9118,1056016.0,0.9254,0.0743,980775.0,92.87,1.0,0.0
014917132_043454001223_2015-12-31,0.0,0.9939,1685626.0,0.7639,0.0046,96843.0,5.75,20.0,2.0
010970196_045454001623_2016-06-30,0.0,0.9936,1677626.0,0.8102,0.0051,106702.0,6.36,42.0,4.0
102807242_112413023834_2016-09-30,0.0,0.9992,2000.0,0.9909,0.0008,19.0,0.96,803.0,80.0
005192867_109913001020_2016-06-30,0.0,0.9997,20000.0,0.9859,0.0003,73.0,0.37,463.0,46.0
109238620_034613031667_2016-06-30,3.4,0.1569,1061016.0,0.2617,0.0459,609390.0,57.43,1.0,0.0
007226205_109654001542_2017-09-30,2.7,0.2362,1061016.0,0.2287,0.0522,691939.0,65.21,1.0,0.0
002095471_067851000658_2018-06-30,5.9,0.0318,25000.0,0.0751,0.0067,2109.0,8.44,69.0,1.0
008241073_095413001003_2015-12-31,2.0,0.3583,1000000.0,0.7172,0.1971,2463684.0,246.37,2.0,0.0
106415345_034613031313_2018-03-31,0.0,0.9873,900000.0,0.9005,0.0112,125837.0,13.98,2.0,0.0
014917804_043413001033_2017-06-30,0.0,0.995,1243516.0,0.9516,0.0047,73344.0,5.9,3.0,0.0
008732405_067954000046_2017-06-30,0.0,0.9999,20000.0,1.0,0.0001,14.0,0.07,1.0,0.0
010975744_045454001659_2016-03-31,0.0,0.9999,26000.0,0.6668,0.0001,31.0,0.12,266.0,27.0
111501311_160413031052_2015-12-31,0.5,0.769,50000.0,0.9862,0.1809,113063.0,226.13,39.0,4.0
111501311_160413031052_2015-09-30,0.0,0.997,40000.0,1.0,0.003,1492.0,3.73,257.0,26.0
114661325_095254023760_2015-12-31,0.0,0.9993,40000.0,1.0,0.0007,350.0,0.87,257.0,26.0
113680186_168351031046_2016-06-30,0.0,1.0,48000.0,1.0,0.0,16.0,0.03,51.0,5.0
009068738_068054024143_2016-03-31,0.0,0.9998,24350.0,1.0,0.0002,59.0,0.24,118.0,12.0
109298111_034613031692_2017-12-31,0.0,0.9998,75000.0,0.9944,0.0002,185.0,0.25,22.0,2.0
008732444_067954000076_2018-06-30,0.0,0.9999,47000.0,0.9873,0.0001,57.0,0.12,36.0,4.0
014918728_043454031012_2018-03-31,0.0,0.9994,1689426.0,0.7638,0.0005,9647.0,0.57,1.0,0.0
116369014_095251024158_2017-12-31,0.0,0.9999,5000.0,0.9829,0.0001,5.0,0.09,597.0,59.0
001927335_037454001358_2017-09-30,0.0,0.9999,30056.0,0.9898,0.0001,32.0,0.11,18.0,2.0
001927335_037454001358_2018-03-31,0.0,1.0,50000.0,0.9976,0.0,21.0,0.04,1.0,0.0
008732540_067954000120_2018-03-31,0.0,0.9997,53000.0,0.6888,0.0002,142.0,0.27,69.0,7.0
002095539_067854000024_2016-09-30,0.0,0.9882,1682626.0,1.0,0.0116,243726.0,14.48,18.0,2.0
002095540_067854000025_2016-09-30,0.0,0.9999,30000.0,0.9868,0.0001,49.0,0.16,1408.0,140.0
008732560_067954000129_2016-06-30,0.7,0.6945,2293516.0,0.3887,0.087,2495227.0,108.79,1.0,0.0
109362056_034613031704_2018-06-30,2.8,0.2319,494000.0,0.8342,0.1883,1162596.0,235.34,5.0,0.0
008732748_067954000239_2016-03-31,0.0,0.9782,1187016.0,0.8799,0.0187,276774.0,23.32,5.0,1.0
009068808_068054023769_2017-06-30,3.5,0.1469,5796000.0,0.6725,0.1129,8182711.0,141.18,1.0,0.0
014919270_043454001313_2018-06-30,0.0,0.9998,140000.0,0.9896,0.0002,313.0,0.22,1.0,0.0
008732601_067954000141_2016-03-31,0.0,0.9998,47500.0,0.9726,0.0002,141.0,0.3,34.0,3.0
109371437_034613031768_2018-03-31,0.0,0.9996,30000.0,0.9807,0.0004,135.0,0.45,59.0,6.0
008732613_067954000146_2016-09-30,0.0,0.9783,1093516.0,0.9334,0.0197,268948.0,24.59,0.0,0.0
103076042_114413023778_2016-12-31,6.1,0.0292,1058516.0,0.4042,0.0353,466946.0,44.11,38.0,0.0
009068749_068054024095_2016-06-30,0.0,0.9999,30000.0,0.9984,0.0001,30.0,0.1,59.0,6.0
009068749_068013000080_2017-09-30,0.0,0.9997,18000.0,1.0,0.0003,64.0,0.35,1831.0,182.0
107373864_121251024397_2015-09-30,2.2,0.3119,2219990.0,0.8765,0.2295,6368658.0,286.88,1.0,0.0
100216955_067954031187_2018-06-30,0.0,0.996,1078516.0,0.0,0.0,0.0,0.0,159.0,16.0
008732660_067954000168_2016-03-31,5.0,0.0599,1093016.0,0.7981,0.0857,1170609.0,107.1,14.0,0.0
008732668_067954000174_2016-06-30,0.0,0.9985,6900000.0,0.7212,0.0011,94565.0,1.37,0.0,0.0
007227207_109613001022_2015-09-30,0.0,0.9999,20408.0,0.9931,0.0001,14.0,0.07,56.0,6.0
105290103_045413031340_2017-03-31,0.1,0.94,1069516.0,0.6872,0.0386,515426.0,48.19,41.0,4.0
008732668_067954000174_2017-12-31,0.0,0.9999,143821.0,0.9615,0.0001,240.0,0.17,1.0,0.0
008732690_067954000182_2017-03-31,3.3,0.1746,1243516.0,0.0,0.0,0.0,0.0,65.0,5.0
108032749_121251024416_2016-06-30,0.0,0.999,5761900.0,0.9743,0.001,72709.0,1.26,0.0,0.0
107927373_034613031611_2017-09-30,0.0,0.9996,21421.0,0.9724,0.0004,105.0,0.49,502.0,50.0
107927477_034613031565_2016-03-31,0.0,0.9998,25000.0,0.9524,0.0002,56.0,0.22,164.0,16.0
107995101_112554023812_2015-12-31,0.0,0.9997,6900000.0,1.0,0.0003,29444.0,0.43,1.0,0.0
100034828_067854023751_2018-03-31,0.0,0.9791,1055266.0,0.0549,0.0011,14727.0,1.4,194.0,19.0
010941367_045813001828_2017-03-31,3.9,0.1155,33800.0,0.8784,0.1263,53363.0,157.88,81.0,4.0
009068819_068054023870_2018-06-30,1.1,0.5674,50000.0,0.6746,0.1822,113899.0,227.8,37.0,4.0
011131340_104713001006_2016-12-31,0.0,0.9999,175720.0,0.9817,0.0001,288.0,0.16,0.0,0.0
114841690_121251024636_2017-06-30,0.3,0.87,1672426.0,0.2998,0.0341,713526.0,42.66,182.0,18.0
009068821_068054023819_2017-06-30,0.0,0.9999,20000.0,0.8993,0.0001,25.0,0.12,135.0,13.0
009656055_113354001264_2016-03-31,0.4,0.8322,1695626.0,0.5986,0.0849,1799078.0,106.1,20.0,2.0
108550572_121251024436_2018-06-30,0.0,0.9977,1068516.0,0.9732,0.0022,29530.0,2.76,29.0,3.0
010938377_045813001696_2017-09-30,0.0,0.9996,260000.0,0.9852,0.0004,1359.0,0.52,29.0,3.0
014921631_043454031144_2016-09-30,0.0,0.9998,96000.0,0.998,0.0001,180.0,0.19,19.0,2.0
115056802_117554031033_2016-09-30,5.7,0.0365,1093016.0,0.929,0.0871,1189795.0,108.85,15.0,0.0
100055619_037451023775_2015-09-30,0.2,0.9054,1046016.0,0.0,0.0,0.0,0.0,333.0,33.0
010938190_045813001902_2016-06-30,0.0,0.9948,1046016.0,0.6304,0.0032,42469.0,4.06,326.0,32.0
100944550_044854031010_2016-12-31,0.0,0.9812,1046016.0,0.0,0.0,0.0,0.0,319.0,32.0
010940698_045813031675_2016-09-30,0.4,0.8005,1064516.0,0.2559,0.0418,556825.0,52.31,43.0,4.0
101085135_068013031091_2017-12-31,0.0,0.9999,132000.0,1.0,0.0001,128.0,0.1,258.0,26.0
011594845_055654031016_2016-03-31,1.0,0.5989,109460.0,0.3344,0.0874,119637.0,109.3,19.0,2.0
100498544_067951023767_2017-12-31,0.0,0.9984,278560.0,0.8185,0.0013,4635.0,1.66,9.0,1.0
109630294_034613031808_2016-06-30,0.0,0.996,199930.0,0.9114,0.0036,9088.0,4.55,20.0,2.0
110919296_168410031424_2016-12-31,0.4,0.8252,1161516.0,0.6185,0.0908,1318036.0,113.48,1.0,0.0
111853600_112510026922_2017-09-30,0.0,0.9993,26000.0,0.9693,0.0007,211.0,0.81,56.0,6.0
111853600_112510026922_2017-06-30,0.0,0.9999,33900.0,0.9977,0.0001,30.0,0.09,1.0,0.0
101206238_045413031285_2017-03-31,0.0,1.0,33900.0,0.9968,0.0,19.0,0.06,7.0,1.0
103505250_067854023774_2017-12-31,0.0,0.9975,19500.0,0.9985,0.0024,594.0,3.05,210.0,21.0
100906601_037451023832_2016-03-31,0.0,0.9998,1093516.0,1.0,0.0002,2918.0,0.27,15.0,2.0
100551127_067951023774_2017-06-30,0.0,0.9999,50000.0,0.9646,0.0001,57.0,0.11,39.0,4.0
108558916_109654023865_2017-09-30,0.0,0.9998,50000.0,0.9883,0.0002,128.0,0.26,43.0,4.0
104055959_045813031635_2015-09-30,0.0,0.9995,120000.0,0.9475,0.0005,726.0,0.6,-0.0,-0.0
100866673_043454031013_2017-06-30,0.0,0.9999,24381.0,1.0,0.0001,26.0,0.11,0.0,0.0
009069547_068054023884_2018-06-30,0.0,0.9999,24381.0,0.9998,0.0001,31.0,0.13,76.0,8.0
009069547_068054023884_2017-12-31,0.0,0.9952,1066016.0,0.8175,0.0039,51550.0,4.84,42.0,4.0
102181482_044854031016_2017-09-30,0.0,0.9967,1083516.0,0.8342,0.0028,37521.0,3.46,41.0,4.0
009068845_068013000163_2017-06-30,0.0,0.9998,46340.0,0.7922,0.0002,109.0,0.24,0.0,0.0
009550230_044854001636_2016-06-30,0.6,0.758,40000.0,0.5906,0.1122,56106.0,140.26,39.0,4.0
009550230_044854001636_2017-09-30,0.0,0.999,1051016.0,1.0,0.001,12686.0,1.21,106.0,11.0
009068768_068054000282_2015-12-31,0.0,0.9999,46340.0,0.9978,0.0001,50.0,0.11,105.0,10.0
