ACID,D2D,PD,EAD,LGD,K,RWA,Risk Wt,Res Exp,Provision
009068769_068054023761_2015-12-31,0.0,0.9989,1679626.0,0.9443,0.0011,22174.0,1.32,32.0,3.0
009068769_068054023761_2016-03-31,0.0,0.997,20000.0,0.8831,0.0026,661.0,3.3,113.0,11.0
100335272_045813031029_2016-09-30,0.0,1.0,60000.0,1.0,0.0,32.0,0.05,1.0,0.0
009068770_068013000101_2017-09-30,0.0,0.9999,19622.0,1.0,0.0001,12.0,0.06,75.0,8.0
009068772_068054023865_2015-09-30,3.6,0.1454,1243516.0,0.8128,0.1356,2107330.0,169.47,4.0,0.0
114613448_168354031040_2015-09-30,6.1,0.029,1068016.0,0.8602,0.0749,999869.0,93.62,40.0,0.0
009068772_068013000103_2017-06-30,0.0,0.9828,250000.0,0.9278,0.0156,48686.0,19.47,5.0,0.0
009068772_068054023865_2018-03-31,0.0,0.9947,250000.0,1.0,0.0052,16252.0,6.5,5.0,0.0
100969263_043413031002_2016-06-30,4.6,0.0766,1058516.0,0.3256,0.038,503219.0,47.54,58.0,2.0
011585980_055654031102_2016-12-31,0.0,0.9999,60000.0,0.9893,0.0001,80.0,0.13,44.0,4.0
008729810_067954031080_2018-06-30,0.0,0.9937,1068516.0,0.8712,0.0055,72837.0,6.82,0.0,0.0
009069599_068054023895_2017-12-31,0.0,0.9987,60000.0,0.9966,0.0013,955.0,1.59,36.0,4.0
110943563_034613031809_2016-09-30,0.1,0.9756,1099166.0,0.0,0.0,0.0,0.0,146.0,15.0
010938497_045813001271_2017-12-31,0.0,0.9934,1413516.0,0.9191,0.006,105468.0,7.46,4.0,0.0
100670543_067951023824_2017-06-30,4.9,0.0652,1075516.0,0.2917,0.0322,432251.0,40.19,32.0,1.0
100670543_067951023824_2018-03-31,3.2,0.1832,1045666.0,0.0,0.0,0.0,0.0,399.0,28.0
010938513_045813001303_2016-06-30,0.0,0.9941,400000.0,1.0,0.0059,29290.0,7.32,6.0,1.0
100884818_067954031167_2016-12-31,0.0,0.9996,600000.0,0.9478,0.0004,2818.0,0.47,0.0,0.0
010938542_045813001364_2015-12-31,0.0,0.996,200000.0,0.9982,0.004,9996.0,5.0,157.0,16.0
100890086_067954031162_2017-09-30,0.0,0.9815,15000.0,0.9269,0.0167,3127.0,20.84,136.0,14.0
010938551_045813001391_2017-06-30,0.0,1.0,158000.0,0.9906,0.0,54.0,0.03,10.0,1.0
109388610_109613024076_2017-12-31,0.0,0.9904,66000.0,0.8051,0.0076,6245.0,9.46,123.0,12.0
010938548_045813001377_2016-06-30,0.0,0.9886,40000.0,0.995,0.0111,5559.0,13.9,78.0,8.0
112293951_168410031864_2015-12-31,0.7,0.6972,1068516.0,0.0596,0.0133,177094.0,16.57,31.0,3.0
011596049_055654002323_2017-09-30,0.0,0.9973,40000.0,0.8739,0.0023,1166.0,2.91,0.0,0.0
101197256_068054024059_2015-09-30,0.0,0.9936,1043516.0,0.0,0.0,0.0,0.0,0.0,0.0
011586309_055654031028_2017-09-30,1.2,0.543,1073016.0,0.5568,0.1534,2057489.0,191.75,24.0,2.0
102513787_128054031036_2017-06-30,0.0,0.9999,20000.0,0.9892,0.0001,19.0,0.09,1.0,0.0
009854847_113454001233_2018-03-31,0.0,0.9999,60000.0,1.0,0.0001,78.0,0.13,285.0,28.0
106598814_045454031243_2017-09-30,7.1,0.0137,1061516.0,0.7611,0.0453,601605.0,56.67,49.0,0.0
114645502_168354031047_2017-12-31,0.1,0.9627,1701226.0,0.9671,0.0345,733767.0,43.13,1.0,0.0
102852696_037413023944_2017-12-31,0.0,0.9997,167000.0,0.9897,0.0003,620.0,0.37,7.0,1.0
011596292_055654001022_2015-09-30,0.0,0.9991,1050016.0,0.9539,0.0008,10874.0,1.04,93.0,9.0
010940795_045813001744_2015-09-30,0.0,0.9798,1702026.0,0.6104,0.012,255465.0,15.01,16.0,2.0
010940817_045813001831_2017-09-30,0.0,0.9992,275000.0,0.9844,0.0008,2868.0,1.04,6.0,1.0
007229494_109654001505_2018-06-30,0.0,0.9963,1126016.0,0.707,0.0026,36623.0,3.25,7.0,1.0
008730205_067954031010_2017-12-31,0.6,0.7437,625000.0,0.594,0.1177,919768.0,147.16,3.0,0.0
104322298_045813031633_2016-09-30,0.0,0.9946,1143516.0,0.9257,0.005,70837.0,6.19,17.0,2.0
104374737_045813031668_2015-12-31,0.0,0.9992,20000.0,0.9903,0.0008,206.0,1.03,425.0,42.0
009069783_068054000349_2017-09-30,0.0,0.9998,240000.0,0.9995,0.0002,714.0,0.3,163.0,16.0
011586468_055613001077_2016-06-30,0.0,0.9805,48750.0,0.8007,0.0152,9280.0,19.04,526.0,52.0
010938571_045813001513_2018-03-31,0.0,0.9999,26000.0,1.0,0.0001,44.0,0.17,74.0,7.0
009069789_068054000352_2016-12-31,0.0,0.9999,103400.0,0.9716,0.0001,134.0,0.13,64.0,6.0
010941619_045813031503_2016-09-30,0.0,0.9984,40000.0,0.9808,0.0015,770.0,1.92,45.0,4.0
114319685_109951023906_2016-09-30,0.1,0.9642,1068516.0,0.9689,0.0332,442941.0,41.45,31.0,3.0
101229332_068013031124_2017-09-30,0.0,0.9839,1679626.0,0.9066,0.0142,298672.0,17.78,31.0,3.0
007229590_109654001517_2017-06-30,0.0,0.9975,30000.0,0.997,0.0025,945.0,3.15,41.0,4.0
008730405_067954031172_2018-03-31,0.0,0.9992,105000.0,0.9149,0.0007,950.0,0.9,13.0,1.0
100683181_113454031003_2017-09-30,0.0,0.9942,200000.0,0.9408,0.0054,13564.0,6.78,17.0,2.0
009069800_068054000362_2018-03-31,0.0,0.9995,30571.0,1.0,0.0005,207.0,0.68,-0.0,-0.0
009068776_068054000047_2016-12-31,0.0,0.9938,80000.0,0.9496,0.0058,5823.0,7.28,19.0,2.0
114761364_168354031065_2016-09-30,4.1,0.1077,1068516.0,0.8735,0.1205,1609555.0,150.63,1.0,0.0
114694854_109913023886_2017-09-30,0.0,0.9964,1049016.0,0.9299,0.0033,43858.0,4.18,295.0,29.0
114694854_109913023886_2017-06-30,0.8,0.682,1056016.0,0.5528,0.127,1676523.0,158.76,62.0,6.0
101512847_067951023816_2017-09-30,2.3,0.3019,1674626.0,0.7263,0.1876,3927301.0,234.52,32.0,3.0
101753846_067951023818_2016-09-30,0.0,0.9998,123400.0,0.9999,0.0002,276.0,0.22,12.0,1.0
101653937_113354031062_2017-09-30,0.0,0.9995,24375.0,0.9866,0.0005,149.0,0.61,0.0,0.0
009068899_068054023875_2015-09-30,3.4,0.1593,1261016.0,0.8339,0.1479,2331553.0,184.89,5.0,0.0
010941664_045854031150_2016-06-30,0.0,0.9998,100000.0,0.9806,0.0002,249.0,0.25,1.0,0.0
101264385_043413031023_2015-12-31,0.0,0.9987,65000.0,0.79,0.001,828.0,1.27,78.0,8.0
009068780_068013000111_2017-09-30,0.0,0.9825,50000.0,0.6807,0.0116,7250.0,14.5,39.0,4.0
114856532_109913023889_2016-03-31,0.0,0.9998,75000.0,0.9984,0.0002,158.0,0.21,444.0,44.0
114856532_109913023889_2017-09-30,0.0,0.9925,500000.0,0.8139,0.006,37761.0,7.55,4.0,0.0
101275580_068054024050_2016-12-31,0.0,0.9969,93750.0,0.9934,0.003,3558.0,3.8,25.0,3.0
007229718_109654023763_2015-12-31,2.3,0.3064,1088516.0,0.4755,0.1236,1681874.0,154.51,17.0,1.0
109705586_109613024101_2016-03-31,0.1,0.946,1674626.0,0.7597,0.0386,807165.0,48.2,68.0,7.0
009068904_068054000333_2015-12-31,0.0,0.9996,107928.0,0.9939,0.0004,522.0,0.48,19.0,2.0
011587680_055654002152_2016-03-31,0.2,0.9145,15000.0,0.9988,0.078,14621.0,97.47,1.0,0.0
115824408_168654031052_2017-03-31,0.1,0.9547,3198000.0,0.8355,0.0359,1435726.0,44.89,0.0,0.0
011587835_055654002190_2018-03-31,1.3,0.5159,400000.0,0.6933,0.1942,970853.0,242.71,1.0,0.0
011588121_055651031229_2016-09-30,0.0,0.9992,400000.0,0.9948,0.0008,4212.0,1.05,4.0,0.0
106441117_037454023911_2017-09-30,0.0,0.9947,1093516.0,0.944,0.0049,67246.0,6.15,15.0,1.0
105646281_044813031038_2016-09-30,0.0,0.9967,1949626.0,1.0,0.0033,79383.0,4.07,1.0,0.0
011588134_055613031054_2016-09-30,0.0,0.9995,35000.0,0.9999,0.0005,235.0,0.67,66.0,7.0
011588139_055654031010_2017-06-30,0.1,0.9431,3412500.0,0.8764,0.0467,1994139.0,58.44,0.0,0.0
117000346_128054031054_2018-06-30,0.0,0.999,22000.0,0.6501,0.0007,187.0,0.85,346.0,34.0
115412309_130451031221_2016-09-30,5.7,0.0378,1078516.0,0.0,0.0,0.0,0.0,505.0,7.0
102599874_067951023828_2015-09-30,0.0,0.9927,1000000.0,0.9498,0.0069,85652.0,8.57,2.0,0.0
009068782_068054000206_2016-06-30,0.0,0.9877,1669626.0,0.0,0.0,0.0,0.0,0.0,0.0
101314189_068013031152_2017-12-31,0.0,0.9993,2169626.0,0.6077,0.0004,10748.0,0.5,1.0,0.0
106461541_044813031070_2018-03-31,1.4,0.4887,200000.0,0.7608,0.2154,538488.0,269.24,9.0,1.0
010939548_045854001072_2017-06-30,0.0,0.9999,46740.0,0.9125,0.0001,71.0,0.15,0.0,0.0
115488908_130451031227_2016-12-31,0.0,0.9995,113568.0,0.9765,0.0005,708.0,0.62,11.0,1.0
010938616_045854001270_2016-12-31,0.7,0.7149,40000.0,0.8815,0.1884,94213.0,235.53,37.0,4.0
010938623_045813001864_2017-03-31,0.0,0.994,900000.0,0.9176,0.0054,60964.0,6.77,1.0,0.0
118340436_128054031064_2017-09-30,0.0,0.9997,27089.0,1.0,0.0003,92.0,0.34,36.0,4.0
010940930_045813001694_2015-09-30,0.0,0.9999,6815.0,0.9954,0.0001,6.0,0.09,27.0,3.0
107389004_044813031081_2016-06-30,0.1,0.9392,40000.0,0.6096,0.0346,17309.0,43.27,44.0,4.0
115679973_130454031034_2016-12-31,0.0,0.9996,72800.0,1.0,0.0004,348.0,0.48,1.0,0.0
100495223_068051023804_2015-12-31,0.0,0.983,1701026.0,0.9087,0.0151,321074.0,18.88,1.0,0.0
100521598_068051023808_2017-06-30,0.0,0.9894,1243516.0,0.9092,0.0095,147660.0,11.87,4.0,0.0
108617308_044854031090_2016-06-30,2.1,0.3451,20000.0,0.773,0.21,52505.0,262.53,79.0,7.0
100567511_068054024145_2015-12-31,0.0,0.9999,68122.0,1.0,0.0001,92.0,0.14,47.0,5.0
009068785_068054023764_2017-03-31,0.0,0.9832,1243516.0,0.8731,0.0143,221946.0,17.85,4.0,0.0
009068788_068054023835_2017-09-30,0.0,0.9978,499012.0,0.9408,0.0021,12947.0,2.59,1.0,0.0
114956775_168354031085_2016-06-30,0.4,0.8256,1136016.0,0.5783,0.0847,1202863.0,105.88,45.0,4.0
102765094_067951023836_2018-06-30,0.0,0.9939,60000.0,0.9981,0.006,4481.0,7.47,31.0,3.0
010938635_045813001905_2015-09-30,0.2,0.905,1676226.0,0.0314,0.0027,56540.0,3.37,126.0,13.0
115679973_130413031048_2017-12-31,0.3,0.8609,1682586.0,0.6731,0.0813,1710609.0,101.67,27.0,3.0
110436778_044854031152_2016-03-31,0.0,0.9984,97440.0,0.5206,0.0008,1020.0,1.05,30.0,3.0
011588843_055654002186_2018-03-31,0.6,0.7521,1068516.0,0.6655,0.1287,1719395.0,160.91,65.0,6.0
100588902_068013031040_2016-06-30,6.4,0.0232,62500.0,0.804,0.0642,50124.0,80.2,1.0,0.0
100613170_068054023996_2015-09-30,0.0,0.9954,1043516.0,0.0,0.0,0.0,0.0,106.0,11.0
108006299_117251021932_2016-12-31,0.0,0.997,162960.0,0.9923,0.003,6102.0,3.74,1.0,0.0
011600294_055654031203_2016-12-31,0.0,0.997,162960.0,0.9923,0.003,6102.0,3.74,1.0,0.0
011589213_055613031496_2016-06-30,0.0,0.9997,45000.0,1.0,0.0003,191.0,0.43,30.0,3.0
105400381_045813031760_2017-03-31,0.1,0.96,1068516.0,1.0,0.0382,509625.0,47.69,1.0,0.0
102193785_043454031039_2016-06-30,4.8,0.0692,1078516.0,0.5627,0.0633,853095.0,79.1,25.0,1.0
108978936_037413023907_2015-12-31,0.0,0.997,40000.0,0.9488,0.0028,1424.0,3.56,42.0,4.0
104133230_067951023854_2015-09-30,4.3,0.0944,55000.0,0.4436,0.0569,39145.0,71.17,31.0,1.0
010938764_045813002122_2016-09-30,0.2,0.8996,379000.0,0.6176,0.0558,264386.0,69.76,1.0,0.0
104747141_067951023886_2018-06-30,0.0,0.9998,43483.0,1.0,0.0002,128.0,0.29,0.0,0.0
104747141_067951023886_2018-06-30,0.0,0.9817,1674626.0,0.1464,0.0026,54539.0,3.26,113.0,11.0
104974307_067951023978_2017-12-31,0.0,0.9998,1679626.0,1.0,0.0002,4899.0,0.29,1.0,0.0
111350828_037413023916_2018-06-30,0.0,0.9913,20000.0,0.7959,0.0068,1700.0,8.5,118.0,12.0
010941898_045813001503_2016-03-31,0.0,0.9958,1068516.0,0.0,0.0,0.0,0.0,149.0,15.0
114963312_168354031086_2017-06-30,0.0,0.9894,1068516.0,0.0,0.0,0.0,0.0,0.0,0.0
113214042_163351031035_2015-12-31,0.1,0.9734,72500.0,0.8572,0.022,19920.0,27.48,22.0,2.0
102283131_043451031037_2015-09-30,0.0,0.9846,20000.0,0.5841,0.0088,2201.0,11.0,93.0,9.0
009069018_068054023915_2015-09-30,0.0,0.9996,18215.0,0.9847,0.0004,98.0,0.54,0.0,0.0
101748167_045813031316_2016-03-31,0.0,0.9999,25000.0,1.0,0.0001,25.0,0.1,1577.0,157.0
100630475_068013031041_2018-06-30,0.0,0.9995,19912.0,0.962,0.0005,113.0,0.57,0.0,0.0
011601552_055654031401_2017-03-31,0.0,0.9997,100000.0,0.9929,0.0003,354.0,0.35,18.0,2.0
010938810_045813001248_2016-09-30,0.0,0.9999,100000.0,1.0,0.0001,76.0,0.08,74.0,7.0
010938810_045813031164_2015-12-31,3.4,0.1576,1081016.0,0.1593,0.0281,379129.0,35.07,0.0,0.0
111897645_044854031065_2016-12-31,0.0,0.9999,38000.0,0.936,0.0001,43.0,0.11,329.0,33.0
011601552_055654031401_2016-03-31,0.0,0.9984,1677626.0,0.9767,0.0015,32282.0,1.92,30.0,3.0
009069022_068054023909_2015-09-30,0.0,0.977,1063516.0,0.2291,0.0051,67943.0,6.39,80.0,8.0
009851021_113451001017_2016-12-31,0.0,0.9991,37100.0,0.9763,0.0008,390.0,1.05,48.0,5.0
009069031_068054023934_2015-09-30,0.0,0.9999,50000.0,0.9087,0.0001,41.0,0.08,0.0,0.0
009069088_068054000065_2016-12-31,0.0,0.9997,134000.0,0.9883,0.0003,508.0,0.38,16.0,2.0
009851255_113454001287_2017-06-30,0.0,0.9985,134000.0,0.9238,0.0014,2303.0,1.72,16.0,2.0
010942143_045813031021_2015-12-31,0.0,0.9999,20000.0,1.0,0.0001,32.0,0.16,248.0,25.0
010942158_045854001259_2016-06-30,0.0,0.997,168000.0,1.0,0.003,6252.0,3.72,14.0,1.0
100647850_068013031026_2017-06-30,0.0,0.999,32500.0,0.8868,0.0009,345.0,1.06,44.0,4.0
114534825_044813031143_2017-09-30,0.3,0.8433,40000.0,0.9046,0.1211,60541.0,151.35,36.0,4.0
009851531_113454001360_2017-03-31,0.1,0.9515,1054016.0,0.3093,0.0142,186603.0,17.7,155.0,15.0
011591072_055654002185_2015-12-31,0.0,0.9948,1043516.0,0.8933,0.0046,60285.0,5.78,23.0,2.0
100671099_068051023816_2018-03-31,3.1,0.1893,32361.0,0.9842,0.1958,79219.0,244.8,451.0,33.0
100671099_068051023816_2017-03-31,0.0,1.0,40000.0,0.9938,0.0,23.0,0.06,48.0,5.0
100675319_068054023991_2017-03-31,0.0,0.9991,1068516.0,1.0,0.0009,12448.0,1.16,23.0,2.0
100686727_068054024101_2016-09-30,0.0,0.998,300000.0,0.9242,0.0018,6819.0,2.27,12.0,1.0
103265295_043454031057_2016-03-31,0.0,0.9961,1053016.0,0.0,0.0,0.0,0.0,1.0,0.0
115332006_044854031154_2016-12-31,0.0,0.9998,224999.0,1.0,0.0002,661.0,0.29,11.0,1.0
102164394_045813031374_2016-06-30,0.0,0.9997,47500.0,0.9877,0.0003,202.0,0.43,25.0,3.0
106593905_045813031842_2017-09-30,1.8,0.3889,462320.0,0.8414,0.2359,1363141.0,294.85,3.0,0.0
102194323_055613031169_2018-06-30,0.1,0.9739,75000.0,0.8448,0.0213,19998.0,26.66,36.0,4.0
115632159_045813001861_2016-09-30,0.0,0.9993,16000.0,1.0,0.0007,140.0,0.88,158.0,16.0
103314643_043454031071_2017-12-31,0.0,0.9999,33140.0,0.9944,0.0001,24.0,0.07,10.0,1.0
009851816_113454001317_2016-12-31,0.0,1.0,25000.0,0.9724,0.0,7.0,0.03,138.0,14.0
100702400_068013031130_2016-09-30,0.0,0.9998,40000.0,0.9765,0.0002,98.0,0.25,38.0,4.0
100740010_068054024002_2017-06-30,2.3,0.2935,1093516.0,0.7349,0.1875,2562856.0,234.37,48.0,4.0
102496295_045813031398_2015-12-31,0.0,0.9991,34000.0,0.9505,0.0008,358.0,1.05,142.0,14.0
011591755_055654031126_2017-06-30,0.4,0.7996,100000.0,0.8896,0.146,182477.0,182.48,1.0,0.0
011591798_055654002299_2017-03-31,0.0,0.9993,22500.0,1.0,0.0007,205.0,0.91,58.0,6.0
107793341_067951024144_2016-06-30,0.4,0.8182,205000.0,0.6205,0.0941,241029.0,117.58,11.0,1.0
102315267_055651031283_2016-03-31,0.0,0.9999,25000.0,0.9831,0.0001,37.0,0.15,188.0,19.0
103524428_043454031089_2018-03-31,0.0,0.9995,35000.0,1.0,0.0005,239.0,0.68,45.0,4.0
009068798_068054023794_2016-06-30,0.0,0.9999,159964.0,0.9952,0.0001,166.0,0.1,17.0,2.0
009069191_068054000135_2016-09-30,0.1,0.9627,205000.0,1.0,0.0356,91300.0,44.54,16.0,2.0
011591929_055654001006_2016-06-30,0.4,0.8,50000.0,0.5612,0.0919,57469.0,114.94,40.0,4.0
100778385_068013031180_2016-06-30,0.0,0.9984,1689626.0,0.979,0.0016,32755.0,1.94,13.0,1.0
102289237_064154031174_2018-03-31,4.6,0.0781,1044664.0,0.0,0.0,0.0,0.0,713.0,25.0
107698008_055654031352_2015-12-31,0.0,0.9863,27000.0,1.0,0.0134,4537.0,16.8,73.0,7.0
103688574_043454031117_2016-09-30,0.0,0.9918,1048516.0,0.2842,0.0023,30167.0,2.88,145.0,14.0
112895683_067954031322_2017-03-31,0.0,0.9762,1089516.0,0.1551,0.0036,48725.0,4.47,33.0,3.0
009069206_068054000144_2016-12-31,5.4,0.045,1062266.0,0.69,0.0685,909150.0,85.59,42.0,1.0
011592442_055654031268_2017-03-31,3.5,0.1555,1056416.0,0.5494,0.0959,1266441.0,119.88,62.0,4.0
008449792_116051001279_2017-12-31,0.0,0.9812,1679626.0,0.996,0.0182,382017.0,22.74,40.0,4.0
112985020_067954031323_2018-03-31,0.0,0.9972,50000.0,0.9666,0.0027,1669.0,3.34,39.0,4.0
107831924_055654031323_2016-06-30,0.0,0.9863,27000.0,0.7587,0.0102,3439.0,12.74,73.0,7.0
100805898_068013031069_2018-03-31,0.0,1.0,50000.0,1.0,0.0,25.0,0.05,51.0,5.0
112523286_068310036277_2015-12-31,0.0,0.999,20000.0,0.7591,0.0008,196.0,0.98,1.0,0.0
102361319_064154031403_2016-12-31,1.8,0.3981,1056016.0,0.4088,0.1151,1519159.0,143.86,1.0,0.0
103853399_043413031199_2017-12-31,0.0,0.9997,171000.0,1.0,0.0003,594.0,0.35,1.0,0.0
010939948_045813031335_2016-03-31,0.0,0.9997,171000.0,1.0,0.0003,594.0,0.35,1.0,0.0
010939973_045813002099_2017-12-31,0.0,0.9997,119992.0,0.9448,0.0003,427.0,0.36,1.0,0.0
102852147_045813031414_2017-03-31,0.0,0.9973,27000.0,0.8974,0.0024,810.0,3.0,85.0,8.0
105605905_152213031028_2018-03-31,0.0,0.9941,1068016.0,0.547,0.0032,42527.0,3.98,30.0,3.0
011592937_055654031378_2017-03-31,0.0,0.9828,15000.0,0.9262,0.0155,2912.0,19.41,1.0,0.0
102365706_064154031406_2016-06-30,0.1,0.967,1800426.0,0.8242,0.0261,588013.0,32.66,1.0,0.0
009069288_068054000174_2017-12-31,1.1,0.5827,5993516.0,0.4871,0.1296,9713087.0,162.06,1.0,0.0
011584444_055654031114_2015-09-30,0.0,1.0,119992.0,1.0,0.0,63.0,0.05,11.0,1.0
010939986_045813001357_2015-12-31,2.4,0.282,52500.0,0.1623,0.0406,26672.0,50.8,31.0,3.0
108284615_068054024441_2018-06-30,0.1,0.959,20000.0,0.9707,0.0379,9473.0,47.37,0.0,0.0
108284615_068054024441_2018-06-30,0.0,0.9988,50000.0,0.9718,0.0012,728.0,1.46,0.0,0.0
100853004_068054024008_2015-09-30,0.0,0.9999,50000.0,1.0,0.0001,41.0,0.08,1577.0,157.0
102417702_064154031423_2016-09-30,0.0,0.9995,149000.0,0.9662,0.0005,960.0,0.64,31.0,3.0
010944729_045813002067_2016-09-30,0.0,0.9998,149000.0,1.0,0.0002,445.0,0.3,1.0,0.0
108032370_131154031017_2015-09-30,0.1,0.9735,1989626.0,0.5151,0.0132,327324.0,16.45,1.0,0.0
101588537_068013031218_2015-12-31,0.0,0.9993,2669626.0,0.5972,0.0004,13740.0,0.51,0.0,0.0
110835367_051513023817_2015-12-31,0.2,0.9093,1709626.0,0.7487,0.0617,1318414.0,77.12,26.0,3.0
100853004_068054024008_2017-12-31,0.0,0.995,1693626.0,1.0,0.0049,104194.0,6.15,21.0,2.0
101606295_068051023876_2016-03-31,1.4,0.4892,20000.0,0.8023,0.2271,56780.0,283.9,1.0,0.0
011604303_055654031436_2018-06-30,0.0,0.9998,110000.0,1.0,0.0002,218.0,0.2,11.0,1.0
102909890_064154031305_2015-09-30,0.0,0.998,30000.0,0.9873,0.0019,719.0,2.4,73.0,7.0
009853012_113451001021_2016-09-30,0.1,0.9545,30000.0,0.9209,0.0397,14885.0,49.62,73.0,7.0
108452533_068054024491_2017-06-30,0.1,0.9724,3543516.0,0.6411,0.0171,755256.0,21.31,1.0,0.0
108452533_068054024491_2018-06-30,0.0,0.9996,251552.0,0.9459,0.0004,1166.0,0.46,9.0,1.0
111235850_051513023823_2016-09-30,0.0,0.9905,1679626.0,0.7095,0.0066,139542.0,8.31,138.0,14.0
111416145_051513023826_2016-09-30,0.0,0.9945,250000.0,0.8519,0.0046,14472.0,5.79,1.0,0.0
108276408_055613031351_2016-12-31,0.0,0.9993,250000.0,1.0,0.0007,2282.0,0.91,15.0,2.0
108303131_055613031343_2018-03-31,0.0,0.9893,11985.0,0.9272,0.0098,1461.0,12.19,1.0,0.0
011604303_055654031436_2015-09-30,0.0,0.9998,12502.0,0.9757,0.0002,36.0,0.29,73.0,7.0
009069538_068054000208_2018-03-31,0.0,0.9873,50000.0,0.8631,0.0108,6733.0,13.47,28.0,3.0
010944832_045854001287_2017-12-31,2.3,0.3013,44000.0,0.2102,0.0543,29841.0,67.82,98.0,9.0
010944832_045854001287_2017-03-31,0.0,0.9992,71540.0,0.9517,0.0007,663.0,0.93,27.0,3.0
011604544_055660002195_2016-03-31,0.0,0.9911,1713626.0,1.0,0.0087,187289.0,10.93,9.0,1.0
111416307_051513023827_2015-09-30,0.0,0.9802,3700000.0,0.9172,0.0177,818246.0,22.11,0.0,0.0
100877943_068054024037_2016-03-31,4.8,0.0696,1350000.0,0.8484,0.0956,1613521.0,119.52,2.0,0.0
004529003_051513001001_2017-06-30,0.0,0.9982,1350000.0,1.0,0.0018,30963.0,2.29,1.0,0.0
010447774_064154002252_2015-09-30,0.0,0.9996,25000.0,1.0,0.0004,123.0,0.49,451.0,45.0
010447774_064154002252_2017-03-31,0.0,0.9889,35000.0,0.9182,0.01,4385.0,12.53,1.0,0.0
011604592_055654002060_2015-09-30,0.7,0.7046,277000.0,0.7584,0.166,574941.0,207.56,5.0,1.0
011604598_055654002066_2017-03-31,0.0,0.9999,48004.0,0.9937,0.0001,57.0,0.12,39.0,4.0
112873282_051513023835_2017-09-30,0.0,0.9974,271527.0,0.9562,0.0025,8473.0,3.12,5.0,1.0
102946755_064154031290_2016-06-30,0.0,0.9999,125000.0,0.9919,0.0001,90.0,0.07,18.0,2.0
104026740_059751023857_2017-06-30,0.7,0.7142,1106016.0,0.7531,0.1612,2229195.0,201.55,13.0,1.0
102093924_068051023870_2017-09-30,3.0,0.208,350000.0,0.8471,0.1791,783350.0,223.81,7.0,1.0
108309342_045813001890_2016-06-30,0.2,0.8858,60000.0,0.3388,0.0344,25792.0,42.99,1.0,0.0
113150292_131151031065_2017-03-31,2.7,0.235,90000.0,1.0,0.2274,255841.0,284.27,28.0,2.0
100241645_121251023790_2016-03-31,0.1,0.9397,4369730.0,0.8815,0.0497,2712743.0,62.08,0.0,0.0
100241645_121251023790_2017-12-31,3.4,0.1646,1091016.0,0.6848,0.1242,1693623.0,155.23,14.0,1.0
009064471_068054024100_2017-12-31,0.0,0.999,1243516.0,0.9185,0.0009,13927.0,1.12,4.0,0.0
103275823_064154031306_2015-12-31,0.2,0.9203,1674626.0,0.7392,0.0541,1132037.0,67.6,1.0,0.0
109538877_130554031060_2016-09-30,0.0,0.9999,65000.0,0.9583,0.0001,76.0,0.12,21.0,2.0
103311525_064154031318_2017-12-31,0.0,0.9948,80000.0,0.6755,0.0035,3473.0,4.34,72.0,7.0
103324691_064151031137_2017-09-30,0.0,0.9995,50000.0,1.0,0.0005,299.0,0.6,50.0,5.0
004529556_051551001066_2017-12-31,0.0,0.9997,1689626.0,1.0,0.0003,6555.0,0.39,10.0,1.0
112239870_130513031267_2017-03-31,4.2,0.0965,1048516.0,0.6377,0.0828,1085128.0,103.49,166.0,7.0
108450622_045854031380_2016-12-31,5.9,0.0327,1293516.0,1.0,0.0907,1466510.0,113.37,1.0,0.0
105940274_059754024042_2015-12-31,0.0,0.9957,1143516.0,0.9533,0.004,57504.0,5.03,11.0,1.0
113612485_179854031041_2018-03-31,0.3,0.8557,1671626.0,0.9731,0.1214,2536735.0,151.75,158.0,16.0
113088710_130451031155_2016-12-31,0.0,0.9995,50000.0,0.8566,0.0004,261.0,0.52,1407.0,140.0
108169822_043413031095_2016-06-30,2.3,0.3072,318000.0,0.51,0.1327,527463.0,165.87,1.0,0.0
100967262_068013031070_2017-03-31,2.9,0.2134,1076016.0,0.8476,0.182,2447564.0,227.47,1.0,0.0
104020832_064113031050_2015-09-30,0.0,0.999,2215626.0,1.0,0.001,26436.0,1.19,1.0,0.0
105726189_068054024209_2016-09-30,0.0,0.9995,50000.0,0.9723,0.0005,326.0,0.65,389.0,39.0
114999694_152254031031_2017-06-30,0.0,0.9914,42000.0,0.81,0.0069,3604.0,8.58,101.0,10.0
008452839_116051001002_2017-06-30,0.0,0.9998,381600.0,1.0,0.0002,770.0,0.2,4.0,0.0
101001939_068013031087_2017-06-30,0.0,0.9937,80000.0,0.9878,0.0062,6167.0,7.71,1.0,0.0
100973127_128213031028_2016-06-30,0.1,0.955,1150000.0,0.7966,0.034,488925.0,42.52,2.0,0.0
100195177_056013023793_2018-06-30,0.0,0.9995,87500.0,0.986,0.0005,509.0,0.58,1.0,0.0
104555778_055613031522_2017-09-30,0.0,0.9999,80000.0,0.9643,0.0001,92.0,0.12,24.0,2.0
114851659_188913031044_2016-09-30,0.0,0.9994,324970.0,0.9819,0.0006,2549.0,0.78,0.0,0.0
010448342_064154002259_2016-06-30,0.0,0.9996,70000.0,0.9419,0.0003,300.0,0.43,23.0,2.0
